Name,Country,Role,Organization,Type,Category,Contribution,ImageUrl,WebsiteUrl,LinkedinUrl,KeyResourceRefs,KeyResourceUrls,trusted_source_id,peer_reviewed,vetting_body,data_quality_notes,status,deprecated_at,deprecated_reason,KeyResourceUrl,verified_date,PatentRefs,PatentUrls,MigrateCatalogRefs,MigrateCatalogUrls
Dieter Bong,Germany,"Head of Product Management, General Purpose HSMs; PKCS#11 Editor",Utimaco,Private,Standards,"Editor of PKCS#11 v3.2 at OASIS and contributor to v3.0; Utimaco HSM engineer responsible for defining C_EncapsulateKey and C_DecapsulateKey extensions and ML-KEM, ML-DSA, and SLH-DSA mechanism specifications enabling post-quantum operations in hardware security modules.",https://ui-avatars.com/api/?name=Dieter+Bong&background=0b0d17&color=60a5fa&size=128&bold=true,https://utimaco.com/,,,https://docs.oasis-open.org/pkcs11/pkcs11-spec/v3.2/pkcs11-spec-v3.2.html,,yes,OASIS,"source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-06-24 re-audit): Title at Utimaco is Product Manager / Head of Product Management for General Purpose HSMs (not ""Engineering Lead""); the ""PKCS#11 Editor"" portion is accurate. He is a listed OASIS editor of PKCS#11 v3.0 base spec, v3.1, and v3.2 (published Nov 2025), the version adding ML-KEM/KEM functions. | peer_reviewed=yes set 2026-08-09: Named Editor of PKCS #11 Specification v3.2 (OASIS Standard, 2026-06-03) and PKCS #11 Base v3.0 (CS01, 2019-12-19). OASIS accepted into the rubric by user decision 2026-08-09, alongside CA/B Forum.",active,,,PKCS11-V32-OASIS;PKCS11-V31-OASIS,2026-06-24,,,,
Valerie Fenwick,USA,"Manager, Crypto Services; PKCS#11 TC Co-Chair","Apple, Inc.;Oracle (former)",Private,Standards,"OASIS PKCS#11 Technical Committee Co-Chair for v3.2; Apple cryptography engineer co-chairing standardization of post-quantum interfaces for hardware security modules (Oracle Principal Engineer historically, c.2013); instrumental in incorporating ML-KEM, ML-DSA, and SLH-DSA mechanisms and new KEM function signatures into the PKCS#11 v3.2 standard.",https://ui-avatars.com/api/?name=Valerie+Fenwick&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.oracle.com/,,,https://docs.oasis-open.org/pkcs11/pkcs11-spec/v3.2/pkcs11-spec-v3.2.html,,partial,,"FIELD CORRECTION (2026-07-17): applying the 2026-06-24 note's already-documented findings -- PKCS#11 v3.2's own spec and her current job list her at Apple, Inc. (Manager, Crypto Services), not Oracle; she is a TC co-chair, not sole Chair. | source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-06-24 re-audit): Real person and genuine OASIS PKCS#11 TC co-chair (incl. v3.2), but org/title are outdated: the PKCS#11 v3.2 spec (Nov 2025) and her current job list her at Apple, Inc. (Manager, Crypto Services) — vfenwick@apple.com — not Oracle Principal Engineer. She was an Oracle co-chair historically (c.2013). She is a co-chair, not sole ""Chair."" | peer_reviewed=partial set 2026-08-09: Chair of PKCS #11 v2.40 (Oracle) and v3.2 (Apple); not an editor in any version checked.",active,,,PKCS11-V32-OASIS;PKCS11-V3-OASIS,2026-07-17,,,,
Luke Valenta,USA,Research Engineer; Cryptography Researcher,Cloudflare,Private,Industry Adopter,"Co-author of Cloudflare's Merkle Tree Certificates proposal redesigning WebPKI for post-quantum authentication (with Vânia Gonçalves and Bas Westerbaan); contributes to Cloudflare's broader PQC research, including NIST post-quantum standards coverage and post-quantum signature standardization analysis; works on reducing TLS handshake sizes while enabling PQC certificate deployment at scale.",https://ui-avatars.com/api/?name=Luke+Valenta&background=0b0d17&color=10b981&size=128&bold=true,https://research.cloudflare.com/,,Cloudflare-MTC-Blog;Cloudflare-PQ-Internet-2025,https://research.cloudflare.com/people/luke-valenta/,,yes,USENIX Security,"FIELD CORRECTION (2026-07-17): Contribution updated -- his Merkle Tree Certificates co-authorship is confirmed real, but the annual 'State of the Post-Quantum Internet' report is solely bylined to Bas Westerbaan, not co-authored by Valenta; that specific claim was removed. | source verified 2026-06-24 re-audit | Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix, multi-value detection improvement): value(s) 'Cloudflare-MTC-Blog;Cloudflare-PQ-Internet-2025' are real library reference_ids that were sitting in the wrong column as part of a semicolon-delimited list, not a URL. | peer_reviewed=yes set 2026-08-09: Co-author, 'DROWN: Breaking TLS using SSLv2', 25th USENIX Security Symposium (2016); also 'Imperfect Forward Secrecy' (Logjam).",active,,,,2026-07-17,,,,
Christopher Patton,USA,Research Engineer; Cryptography Researcher,Cloudflare,Private,Industry Adopter,Co-author of Cloudflare's Merkle Tree Certificates proposal redesigning WebPKI for quantum-safe authentication; contributor to IETF PQUIP working group and IKEv2 post-quantum standardization; Cloudflare researcher advancing quantum-safe protocol deployment across the Internet.,https://ui-avatars.com/api/?name=Christopher+Patton&background=0b0d17&color=10b981&size=128&bold=true,https://research.cloudflare.com/,,Cloudflare-MTC-Blog,https://blog.cloudflare.com/author/christopher-patton/,,partial,IETF,"source verified 2026-06-24 re-audit; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'Cloudflare-MTC-Blog' is a real library reference_id that was sitting in the wrong column, not a URL. | peer_reviewed=partial set 2026-08-09: Named author of draft-ietf-ppm-dap and draft-patton-cfrg-vdaf. Datatracker checked 2026-08-09: BOTH still Active Internet-Drafts, not published RFCs. Flips to 'yes' when either publishes.",active,,,,2026-06-24,,,,
Vânia Gonçalves,Portugal,Research Program Manager; Porto Site Lead,Cloudflare,Private,Industry Adopter,"Cloudflare Research Program Manager and Porto Site Lead, supporting Cloudflare's post-quantum cryptography research program (background in Future Internet technology and technology policy). Not a co-author of Cloudflare's Merkle Tree Certificates proposal -- that work is by Bas Westerbaan and Luke Valenta at Cloudflare, alongside David Benjamin (Google), Devon O'Brien (Apple), and Filippo Valsorda (Geomys).",https://ui-avatars.com/api/?name=Vania+Goncalves&background=0b0d17&color=10b981&size=128&bold=true,https://research.cloudflare.com/,,Cloudflare-MTC-Blog,https://research.cloudflare.com/about/people/vania-goncalves/,,yes,IEEE,"FIELD CORRECTION (2026-07-17): applying the 2026-06-24 note's already-documented findings -- Contribution's Merkle Tree Certificates co-authorship claim was false and has been removed; Role/Organization were already accurate. | source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-06-24 re-audit): Real Cloudflare Research employee, but she is a Research/Program Manager and Porto Site Lead (background in Future Internet tech, technology policy, business models), NOT a cryptography research engineer. She is NOT a co-author of the Merkle Tree Certificates proposal — that draft's authors are David Benjamin (Google), Devon O'Brien (Apple), Bas Westerbaan (Cloudflare), Luke Valenta (Cloudflare), and Filippo Valsorda (Geomys). The real Cloudflare cryptographers on MTC are Bas Westerbaan and Luke Valenta.; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'Cloudflare-MTC-Blog' is a real library reference_id that was sitting in the wrong column, not a URL. | peer_reviewed=yes set 2026-08-09: Named author of 14 peer-reviewed works incl. Telematics and Informatics 28(1) 2011, IEEE Wireless Communications 19(4) 2012, IEEE DySPAN 2011. NOT an author of the AsiaPKC 2026 HQC paper often associated with her (Cabral, Faz-Hernandez, Lopez) — she manages Cloudflare Research.",active,,,,2026-07-17,,,,
Craig Gidney,USA,Senior Research Scientist; Quantum Software Engineer,Google Quantum AI,Private,Algorithm Inventor,"Google Quantum AI researcher whose work on quantum circuit optimization and Shor's algorithm resource estimation provides key benchmarks for the quantum computing power required to break RSA and elliptic curve cryptography; his published qubit count analyses directly inform PQC migration urgency timelines used by NIST, NSA, and global policymakers.",https://ui-avatars.com/api/?name=Craig+Gidney&background=0b0d17&color=f59e0b&size=128&bold=true,https://quantumai.google/,,Cloudflare-PQ-Internet-2025,https://research.google/people/craigmichaelgidney/,,yes,Quantum (journal),"source verified 2026-06-24 re-audit; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'Cloudflare-PQ-Internet-2025' is a real library reference_id that was sitting in the wrong column, not a URL. | peer_reviewed=yes set 2026-08-09: Gidney & Ekera, 'How to factor 2048 bit RSA integers in 8 hours using 20 million noisy qubits', Quantum 5:433 (2021), accepted 2021-03-29.",active,,,,2026-06-24,,,,
Valery Smyslov,Russia,Network Security Expert; IKEv2 Author,ELVIS-PLUS,Private,Standards,Author of RFC 9593 (Announcing Supported Authentication Methods in IKEv2) enabling PQC signature algorithm negotiation in IPsec VPNs; prolific IETF IPsecME working group contributor driving standardization of ML-KEM and ML-DSA integration in IKEv2 — the key protocol for enterprise VPN post-quantum migration.,https://ui-avatars.com/api/?name=Valery+Smyslov&background=0b0d17&color=60a5fa&size=128&bold=true,,,RFC 9593,https://datatracker.ietf.org/doc/rfc9593/,,yes,IETF,"source verified 2026-06-24 re-audit; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'RFC 9593' is a real library reference_id that was sitting in the wrong column, not a URL.",active,,,,2026-06-24,,,,
Marco Lucamarini,UK,Principal Research Scientist; QKD Expert,University of York;Toshiba Research Europe (former),Private,Algorithm Inventor,"Professor / Chair of Experimental Quantum Communications at the University of York (since 2020); formerly a senior QKD researcher at Toshiba Research Europe's Cambridge lab, where he contributed to ETSI GS QKD 012 and co-invented Twin-Field QKD, a breakthrough protocol that dramatically extends the distance over which quantum key distribution can operate beyond the repeaterless bound, enabling practical long-distance quantum-safe key exchange.",https://ui-avatars.com/api/?name=Marco+Lucamarini&background=0b0d17&color=f59e0b&size=128&bold=true,https://www.toshiba.eu/pages/eu/Cambridge-Research-Laboratory/,,ETSI-GS-QKD-012,https://www.york.ac.uk/physics-engineering-technology/people/lucamarini/,,yes,Nature,"FIELD CORRECTION (2026-07-17): applying the 2026-06-24 note's already-documented findings -- his current affiliation is the University of York (since 2020), not Toshiba, though the Twin-Field QKD and ETSI GS QKD 012 contributions correctly date to his Toshiba tenure. | source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-06-24 re-audit): Real and accurately described for his Toshiba tenure; note he is now (since 2020) Professor / Chair of Experimental Quantum Communications at the University of York, having previously been a senior QKD researcher at Toshiba's Cambridge Research Lab (Toshiba Research Europe Ltd).; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'ETSI-GS-QKD-012' is a real library reference_id that was sitting in the wrong column, not a URL. | peer_reviewed=yes set 2026-08-09: First author, 'Overcoming the rate-distance limit of quantum key distribution without quantum repeaters', Nature 557:400-403 (2018) — the twin-field QKD paper.",active,,,,2026-07-17,,,,
Bruno Huttner,Switzerland,Director of Strategic Quantum Initiatives,ID Quantique,Private,Industry Vendor,"Director of Strategic Quantum Initiatives / QKD Evangelist at ID Quantique, the world's leading commercial QKD provider (Vice-Chair, ETSI ISG QKD); contributor to ETSI GS QKD 014 REST-based Key Delivery API standard; drives commercial quantum key distribution deployment and integration of QKD with post-quantum cryptography in hybrid security architectures for financial, government, and critical infrastructure clients.",https://ui-avatars.com/api/?name=Bruno+Huttner&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.idquantique.com/,,ETSI-GS-QKD-014,https://icmconference.org/?speaker=huttnerb,,yes,Physical Review A,"FIELD CORRECTION (2026-07-17): applying the 2026-06-24 note's already-documented findings -- Contribution's ""Chief Quantum Officer"" title does not exist at ID Quantique (CEO is Gregoire Ribordy); replaced with his real title, already correctly listed in Role. | source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-06-24 re-audit): Title is ""Director of Strategic Quantum Initiatives / QKD Evangelist"" at ID Quantique (and Vice-Chair of ETSI ISG QKD), not ""Chief Quantum Officer"" — that title does not exist at IDQ (CEO is Grégoire Ribordy).; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'ETSI-GS-QKD-014' is a real library reference_id that was sitting in the wrong column, not a URL. | peer_reviewed=yes set 2026-08-09: First author, 'Quantum cryptography with coherent states', Phys. Rev. A 51:1863-1869 (1995). Qualifying work is academic and predates ID Quantique.",active,,,,2026-07-17,,,,
Peter Bordow,USA,Distinguished Engineer; FS-ISAC PQC Workgroup Chair,Wells Fargo,Private,Industry Adopter,"Distinguished Engineer and Managing Director of Quantum Security at Wells Fargo; Chair of the FS-ISAC Post-Quantum Cryptography Workgroup leading the financial sector's collective response to quantum threats; drives PQC migration standards, best practices, and risk frameworks for the global financial services industry.",https://ui-avatars.com/api/?name=Peter+Bordow&background=0b0d17&color=10b981&size=128&bold=true,https://www.wellsfargo.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,Europol-FS-ISAC-PQC-Financial-2026,,,,,
Steve Stevens,USA,Executive Director,Accredited Standards Committee X9,Private,Standards,"Executive Director of ASC X9, the ANSI-accredited standards body for the US financial services industry. Leads X9 initiatives on post-quantum cryptography including the X9 Financial PKI (launched June 2025 with DigiCert), the X9 PQC Financial Readiness Needs Assessment, and the quantum computing risk study program. Drives cross-sector adoption of PQC standards for payment systems, PKI, and financial cryptographic infrastructure.",https://ui-avatars.com/api/?name=Steve+Stevens&background=0b0d17&color=60a5fa&size=128&bold=true,https://x9.org/,https://www.linkedin.com/in/steve-stevens-5b06892/,ASC-X9-Financial-PKI;ASC-X9-PQC-Readiness-2025;ASC-X9-IR-F01-2022,https://x9.org/asc-x9-leadership/,,no,,"source verified 2026-06-24 re-audit | Independent re-check 2026-07-17: ASC X9 Executive Director role and the X9 Financial PKI / DigiCert launch (June 2025) reconfirmed with exact date match. Candidate library reference (not yet added): ASC X9's own June 2025 signing-ceremony press release. | Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix, multi-value detection improvement): value(s) 'ASC-X9-Financial-PKI;ASC-X9-PQC-Readiness-2025;ASC-X9-IR-F01-2022' are real library reference_ids that were sitting in the wrong column as part of a semicolon-delimited list, not a URL. | peer_reviewed=no set 2026-08-09: Executive Director, Accredited Standards Committee. X9 output is credited to the committee.",active,,,,2026-07-17,,,,
Roy C. DeCicco,USA,"Former Chair, ASC X9; Managing Director",JPMorgan Chase,Private,Standards,Former Chair of ASC X9 (until 2021); led the committee during the development of foundational financial cryptography standards including the X9 TR 50-2019 on Quantum Techniques in CMS and the initial quantum computing risk assessment for the financial industry. Managing Director at JPMorgan Chase responsible for cryptographic standards and financial PKI governance.,https://ui-avatars.com/api/?name=Roy+C+DeCicco&background=0b0d17&color=60a5fa&size=128&bold=true,https://x9.org/,,ASC-X9-TR-50-2019;ASC-X9-IR-F01-2022,https://www.swift.com/modal/node/7191,,partial,,"source verified 2026-06-24 re-audit | Independent re-check 2026-07-17: JPMorgan Chase Managing Director role and ASC X9 Board Chair history reconfirmed; cross-checked cleanly against the Steve Stevens (Executive Director) and Angela Hendershott (former Vice Chair) rows -- the ASC X9 leadership roster is internally consistent. | Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix, multi-value detection improvement): value(s) 'ASC-X9-TR-50-2019;ASC-X9-IR-F01-2022' are real library reference_ids that were sitting in the wrong column as part of a semicolon-delimited list, not a URL. | peer_reviewed=partial set 2026-08-09: Former Chair, ASC X9 — standards-body leadership without personal authorship credit.",active,,,,2026-07-17,,,,
